Area,Year,Item_clean,Value,avg_temp,average_rain_fall_mm_per_year
Montenegro,2013,Potato,149004,12.87,241.0
Morocco,1985,Potato,173719,17.93,346.0
Morocco,1986,Potato,165898,17.27,346.0
Morocco,1987,Potato,217144,18.26,346.0
Morocco,1989,Potato,167062,18.14,346.0
Morocco,1990,Potato,171851,18.17,346.0
Morocco,1991,Potato,171948,17.25,346.0
Morocco,1992,Potato,151411,17.38,346.0
Morocco,1993,Potato,156153,16.94,346.0
Morocco,1994,Potato,176522,17.88,346.0
Morocco,1995,Potato,166304,18.56,346.0
Morocco,1996,Potato,190473,17.75,346.0
Morocco,1997,Potato,178706,18.31,346.0
Morocco,1998,Potato,190427,18.21,346.0
Morocco,1999,Potato,183361,17.68,346.0
Morocco,2000,Potato,180193,18.16,346.0
Morocco,2001,Potato,187740,18.73,346.0
Morocco,2002,Potato,231985,18.25,346.0
Morocco,2004,Potato,241650,18.07,346.0
Morocco,2005,Potato,238090,18.18,346.0
Morocco,2006,Potato,263272,18.38,346.0
Morocco,2007,Potato,247975,17.93,346.0
Morocco,2008,Potato,244675,17.8,346.0
Morocco,2009,Potato,195328,18.56,346.0
Morocco,2010,Potato,283502,18.83,346.0
Morocco,2011,Potato,297584,18.53,346.0
Morocco,2012,Potato,279800,18.24,346.0
Morocco,2013,Potato,363561,18.79,346.0
Mozambique,1985,Potato,108333,21.97,1032.0
Mozambique,1986,Potato,116667,21.79,1032.0
Mozambique,1987,Potato,120000,21.99,1032.0
Mozambique,1989,Potato,108333,21.66,1032.0
Mozambique,1990,Potato,120710,21.51,1032.0
Mozambique,1991,Potato,124670,21.77,1032.0
Mozambique,1992,Potato,125440,22.6,1032.0
Mozambique,1993,Potato,126210,22.04,1032.0
Mozambique,1994,Potato,126980,21.35,1032.0
Mozambique,1995,Potato,127749,21.89,1032.0
Mozambique,1996,Potato,126820,21.53,1032.0
Mozambique,1997,Potato,123891,21.54,1032.0
Mozambique,1998,Potato,122951,22.22,1032.0
Mozambique,1999,Potato,125402,22.19,1032.0
Mozambique,2000,Potato,126562,21.51,1032.0
Mozambique,2001,Potato,127711,21.94,1032.0
Mozambique,2002,Potato,128843,21.96,1032.0
Mozambique,2004,Potato,129868,21.89,1032.0
Mozambique,2005,Potato,131341,22.27,1032.0
Mozambique,2006,Potato,132353,21.68,1032.0
Mozambique,2007,Potato,133333,21.91,1032.0
Mozambique,2008,Potato,140000,21.76,1032.0
Mozambique,2009,Potato,145000,21.7,1032.0
Mozambique,2010,Potato,142467,22.1,1032.0
Mozambique,2011,Potato,142473,21.69,1032.0
Mozambique,2012,Potato,143961,21.92,1032.0
Mozambique,2013,Potato,135526,21.37,1032.0
Namibia,1985,Wheat,26667,19.88,285.0
Namibia,1986,Wheat,29610,20.21,285.0
Namibia,1987,Wheat,27556,20.49,285.0
Namibia,1989,Wheat,48667,19.93,285.0
Namibia,1990,Wheat,44250,20.4,285.0
Namibia,1991,Wheat,59000,19.92,285.0
Namibia,1992,Wheat,51933,20.36,285.0
Namibia,1993,Wheat,43846,20.43,285.0
Namibia,1994,Wheat,52500,20.14,285.0
Namibia,1995,Wheat,55172,20.76,285.0
Namibia,1996,Wheat,43846,19.79,285.0
Namibia,1997,Wheat,46361,19.97,285.0
Namibia,1998,Wheat,49336,20.83,285.0
Namibia,1999,Wheat,36440,20.62,285.0
Namibia,2000,Potato,125000,20.26,285.0
Namibia,2001,Potato,129032,20.37,285.0
Namibia,2002,Potato,130435,20.76,285.0
Namibia,2004,Potato,110579,21.01,285.0
Namibia,2005,Potato,113065,20.46,285.0
Namibia,2006,Potato,69796,19.42,285.0
Namibia,2007,Potato,127855,20.49,285.0
Namibia,2008,Potato,131969,20.18,285.0
Namibia,2009,Potato,130495,20.02,285.0
Namibia,2010,Potato,121175,20.62,285.0
Namibia,2011,Potato,119667,19.26,285.0
Namibia,2012,Potato,120805,20.11,285.0
Namibia,2013,Potato,120727,20.73,285.0
Nepal,1985,Potato,64107,15.41,1500.0
Nepal,1986,Potato,50989,14.78,1500.0
Nepal,1987,Potato,53171,15.28,1500.0
Nepal,1989,Potato,78572,14.91,1500.0
Nepal,1990,Potato,80601,15.11,1500.0
Nepal,1991,Potato,87569,14.94,1500.0
Nepal,1992,Potato,85916,14.95,1500.0
Nepal,1993,Potato,84268,15.16,1500.0
Nepal,1994,Potato,87539,15.3,1500.0
Nepal,1995,Potato,85926,15.3,1500.0
Nepal,1996,Potato,84750,15.37,1500.0
Nepal,1997,Potato,89820,14.5,1500.0
Nepal,1998,Potato,84664,15.49,1500.0
Nepal,1999,Potato,92599,15.78,1500.0
Nepal,2000,Potato,96436,15.13,1500.0
Nepal,2001,Potato,101824,15.41,1500.0
Nepal,2002,Potato,109018,15.44,1500.0
Nepal,2004,Potato,114898,15.36,1500.0
Nepal,2005,Potato,118458,15.53,1500.0
Nepal,2006,Potato,130896,15.92,1500.0
Nepal,2007,Potato,126568,15.54,1500.0
Nepal,2008,Potato,131100,15.27,1500.0
Nepal,2009,Potato,133263,15.91,1500.0
Nepal,2010,Potato,135841,15.96,1500.0
Nepal,2011,Potato,137352,15.12,1500.0
Nepal,2012,Potato,135837,15.2,1500.0
Nepal,2013,Potato,136408,15.79,1500.0
Netherlands,1985,Potato,423394,8.42,778.0
Netherlands,1986,Potato,410738,8.79,778.0
Netherlands,1987,Potato,448791,8.66,778.0
Netherlands,1989,Potato,415316,10.57,778.0
Netherlands,1990,Potato,401380,10.63,778.0
Netherlands,1991,Potato,386711,9.32,778.0
Netherlands,1992,Potato,408173,10.39,778.0
Netherlands,1993,Potato,437663,9.47,778.0
Netherlands,1994,Potato,414503,10.45,778.0
Netherlands,1995,Potato,410056,10.25,778.0
Netherlands,1996,Potato,436811,8.32,778.0
Netherlands,1997,Potato,443191,10.03,778.0
Netherlands,1998,Potato,414881,10.18,778.0
Netherlands,1999,Potato,462833,10.74,778.0
Netherlands,2000,Potato,456548,10.75,778.0
Netherlands,2001,Potato,434106,10.24,778.0
Netherlands,2002,Potato,445686,10.64,778.0
Netherlands,2004,Potato,456832,10.27,778.0
Netherlands,2005,Potato,434423,10.48,778.0
Netherlands,2006,Potato,400488,10.97,778.0
Netherlands,2007,Potato,437884,11.04,778.0
Netherlands,2008,Potato,455741,10.42,778.0
Netherlands,2009,Potato,463376,10.33,778.0
Netherlands,2010,Potato,435980,8.84,778.0
Netherlands,2011,Potato,460550,10.73,778.0
Netherlands,2012,Potato,451734,10.08,778.0
Netherlands,2013,Potato,422075,9.54,778.0
New Zealand,1985,Potato,291729,13.26,1732.0
New Zealand,1986,Potato,311364,13.16,1732.0
New Zealand,1987,Potato,299436,13.27,1732.0
New Zealand,1989,Potato,303333,13.56,1732.0
New Zealand,1990,Potato,325000,13.64,1732.0
New Zealand,1991,Potato,346667,12.82,1732.0
New Zealand,1992,Potato,327179,12.14,1732.0
New Zealand,1993,Potato,451015,12.35,1732.0
New Zealand,1994,Potato,438786,12.89,1732.0
New Zealand,1995,Potato,450321,13.15,1732.0
New Zealand,1996,Potato,450207,13.07,1732.0
New Zealand,1997,Potato,445545,12.77,1732.0
New Zealand,1998,Potato,352113,13.97,1732.0
New Zealand,1999,Potato,416667,13.87,1732.0
New Zealand,2000,Potato,423155,13.4,1732.0
New Zealand,2001,Potato,445871,13.58,1732.0
New Zealand,2002,Potato,451182,13.28,1732.0
New Zealand,2004,Potato,451264,12.76,1732.0
New Zealand,2005,Potato,460829,13.63,1732.0
New Zealand,2006,Potato,427584,13.04,1732.0
New Zealand,2007,Potato,477612,13.44,1732.0
New Zealand,2008,Potato,459091,13.55,1732.0
New Zealand,2009,Potato,478154,12.84,1732.0
New Zealand,2010,Potato,495751,13.54,1732.0
New Zealand,2011,Potato,490361,13.46,1732.0
New Zealand,2012,Potato,484810,12.89,1732.0
New Zealand,2013,Potato,482926,13.57,1732.0
Nicaragua,1985,Potato,142405,26.55,2280.0
Nicaragua,1986,Potato,152704,26.67,2280.0
Nicaragua,1987,Potato,153793,27.61,2280.0
Nicaragua,1989,Potato,151333,26.58,2280.0
Nicaragua,1990,Potato,143750,27.03,2280.0
Nicaragua,1991,Potato,141176,27.04,2280.0
Nicaragua,1992,Potato,138889,27.16,2280.0
Nicaragua,1993,Potato,150000,27.05,2280.0
Nicaragua,1994,Potato,147368,27.26,2280.0
Nicaragua,1995,Potato,144737,27.2,2280.0
Nicaragua,1996,Potato,144737,26.76,2280.0
Nicaragua,1997,Potato,140000,27.43,2280.0
Nicaragua,1998,Potato,135000,27.83,2280.0
Nicaragua,1999,Potato,133333,26.82,2280.0
Nicaragua,2000,Potato,125000,26.73,2280.0
Nicaragua,2001,Potato,128571,26.78,2280.0
Nicaragua,2002,Potato,132558,27.0,2280.0
Nicaragua,2004,Potato,133333,27.22,2280.0
Nicaragua,2005,Potato,134783,27.2,2280.0
Nicaragua,2006,Potato,138298,27.35,2280.0
Nicaragua,2007,Potato,137500,27.23,2280.0
Nicaragua,2008,Potato,137500,26.75,2280.0
Nicaragua,2009,Potato,134615,27.23,2280.0
Nicaragua,2010,Potato,134615,27.01,2280.0
Nicaragua,2011,Potato,168339,26.94,2280.0
Nicaragua,2012,Potato,169329,26.91,2280.0
Nicaragua,2013,Potato,170847,27.26,2280.0
Niger,1985,Potato,100000,29.5,151.0
Niger,1986,Potato,100000,29.45,151.0
Niger,1987,Potato,100000,30.06,151.0
Niger,1989,Potato,100000,28.91,151.0
Niger,1990,Potato,100000,29.71,151.0
Niger,1991,Potato,204348,29.4,151.0
Niger,1992,Potato,267308,28.99,151.0
Niger,1993,Potato,224600,29.64,151.0
Niger,1994,Potato,206531,29.05,151.0
Niger,1995,Potato,170789,29.56,151.0
Niger,1996,Potato,159195,29.71,151.0
Niger,1997,Potato,124128,29.73,151.0
Niger,1998,Potato,169913,29.97,151.0
Niger,1999,Potato,101200,29.65,151.0
Niger,2000,Potato,104924,29.43,151.0
Niger,2001,Potato,91045,29.46,151.0
Niger,2002,Potato,159220,29.71,151.0
Niger,2004,Potato,104545,29.8,151.0
Niger,2005,Potato,102308,30.02,151.0
Niger,2006,Potato,115357,29.78,151.0
Niger,2007,Potato,147395,29.85,151.0
Niger,2008,Potato,177412,29.3,151.0
Niger,2009,Potato,172504,30.32,151.0
Niger,2010,Potato,170183,30.32,151.0
Niger,2011,Potato,161890,30.1,151.0
Niger,2012,Potato,242957,29.61,151.0
Niger,2013,Potato,256815,30.42,151.0
Nigeria,1985,Potato,61429,26.32,1150.0
Nigeria,1986,Potato,60526,26.38,1150.0
Nigeria,1987,Potato,60000,27.06,1150.0
Nigeria,1989,Potato,60241,25.82,1150.0
Nigeria,1990,Potato,70130,26.74,1150.0
Nigeria,1991,Potato,70213,26.39,1150.0
Nigeria,1992,Potato,70192,26.08,1150.0
Nigeria,1993,Potato,70175,26.44,1150.0
Nigeria,1994,Potato,69767,26.18,1150.0
Nigeria,1995,Potato,69853,26.62,1150.0
Nigeria,1996,Potato,49500,26.58,1150.0
Nigeria,1997,Potato,49048,26.48,1150.0
Nigeria,1998,Potato,46522,27.04,1150.0
Nigeria,1999,Potato,27951,26.85,1150.0
Nigeria,2000,Potato,28255,26.32,1150.0
Nigeria,2001,Potato,28255,26.58,1150.0
Nigeria,2002,Potato,28438,26.95,1150.0
Nigeria,2004,Potato,29512,26.95,1150.0
Nigeria,2005,Potato,29846,27.09,1150.0
Nigeria,2006,Potato,31504,27.24,1150.0
Nigeria,2007,Potato,24610,27.2,1150.0
Nigeria,2008,Potato,42015,26.75,1150.0
Nigeria,2009,Potato,40000,27.19,1150.0
Nigeria,2010,Potato,38509,27.35,1150.0
Nigeria,2011,Potato,34834,27.09,1150.0
Nigeria,2012,Potato,36268,26.93,1150.0
Nigeria,2013,Potato,36555,27.25,1150.0
Norway,1985,Potato,242747,0.98,1414.0
Norway,1986,Potato,233803,2.05,1414.0
Norway,1987,Potato,215793,1.32,1414.0
Norway,1989,Potato,242294,4.39,1414.0
Norway,1990,Potato,257507,4.55,1414.0
Norway,1991,Potato,227489,3.4,1414.0
Norway,1992,Potato,267729,3.83,1414.0
Norway,1993,Potato,249602,2.72,1414.0
Norway,1994,Potato,230846,2.74,1414.0
Norway,1995,Potato,222358,3.08,1414.0
Norway,1996,Potato,231321,1.88,1414.0
Norway,1997,Potato,262343,3.87,1414.0
Norway,1998,Potato,268418,3.06,1414.0
Norway,1999,Potato,256262,3.73,1414.0
Norway,2000,Potato,235890,4.52,1414.0
Norway,2001,Potato,262878,2.68,1414.0
Norway,2002,Potato,256141,3.57,1414.0
Norway,2004,Potato,279430,3.79,1414.0
Norway,2005,Potato,230523,4.26,1414.0
Norway,2006,Potato,269329,4.43,1414.0
Norway,2007,Potato,227983,3.96,1414.0
Norway,2008,Potato,278193,4.16,1414.0
Norway,2009,Potato,241836,3.31,1414.0
Norway,2010,Potato,251662,1.3,1414.0
Norway,2011,Potato,229141,4.14,1414.0
Norway,2012,Potato,240527,3.09,1414.0
Norway,2013,Potato,251702,3.5,1414.0
Pakistan,1985,Potato,99668,25.02,494.0
Pakistan,1986,Potato,98245,24.08,494.0
Pakistan,1987,Potato,98149,25.05,494.0
Pakistan,1989,Potato,100908,24.23,494.0
Pakistan,1990,Potato,104002,24.81,494.0
Pakistan,1991,Potato,104452,24.38,494.0
Pakistan,1992,Potato,113709,24.31,494.0
Pakistan,1993,Potato,122809,25.04,494.0
Pakistan,1994,Potato,133171,24.78,494.0
Pakistan,1995,Potato,139418,24.58,494.0
Pakistan,1996,Potato,134795,24.43,494.0
Pakistan,1997,Potato,112295,23.76,494.0
Pakistan,1998,Potato,136186,24.91,494.0
Pakistan,1999,Potato,165413,25.5,494.0
Pakistan,2000,Potato,169078,25.32,494.0
Pakistan,2001,Potato,164180,25.18,494.0
Pakistan,2002,Potato,164486,25.61,494.0
Pakistan,2004,Potato,176673,25.55,494.0
Pakistan,2005,Potato,180795,24.66,494.0
Pakistan,2006,Potato,133447,25.17,494.0
Pakistan,2007,Potato,193516,25.16,494.0
Pakistan,2008,Potato,164550,24.89,494.0
Pakistan,2009,Potato,202848,25.37,494.0
Pakistan,2010,Potato,226823,25.48,494.0
Pakistan,2011,Potato,219196,24.98,494.0
Pakistan,2012,Potato,183405,24.87,494.0
Pakistan,2013,Potato,218059,25.95,494.0
Papua New Guinea,1985,Potato,72727,25.15,3142.0
Papua New Guinea,1986,Potato,48163,25.33,3142.0
Papua New Guinea,1987,Potato,46752,25.44,3142.0
Papua New Guinea,1989,Potato,47692,25.3,3142.0
Papua New Guinea,1990,Potato,45000,25.27,3142.0
Papua New Guinea,1991,Potato,44331,25.04,3142.0
Papua New Guinea,1992,Potato,45333,25.3,3142.0
Papua New Guinea,1993,Potato,47059,25.02,3142.0
Papua New Guinea,1994,Potato,43750,25.07,3142.0
Papua New Guinea,1995,Potato,47059,25.44,3142.0
Papua New Guinea,1996,Maize,45199,25.41,3142.0
Papua New Guinea,1997,Maize,60000,24.86,3142.0
Papua New Guinea,1998,Maize,55543,26.05,3142.0
Papua New Guinea,1999,Maize,54167,25.38,3142.0
Papua New Guinea,2000,Maize,55385,25.4,3142.0
Papua New Guinea,2001,Maize,59286,25.43,3142.0
Papua New Guinea,2002,Maize,52970,25.48,3142.0
Papua New Guinea,2004,Maize,46154,25.23,3142.0
Papua New Guinea,2005,Maize,46667,25.51,3142.0
Papua New Guinea,2006,Potato,46014,25.04,3142.0
Papua New Guinea,2007,Maize,47059,25.2,3142.0
Papua New Guinea,2008,Maize,45455,25.17,3142.0
Papua New Guinea,2009,Maize,47718,25.08,3142.0
Papua New Guinea,2010,Maize,50000,25.74,3142.0
Papua New Guinea,2011,Maize,57778,25.17,3142.0
Papua New Guinea,2012,Potato,52632,25.14,3142.0
Papua New Guinea,2013,Potato,61538,25.44,3142.0
Peru,1985,Potato,83864,16.68,1738.0
Peru,1986,Potato,86250,16.77,1738.0
Peru,1987,Potato,80360,18.01,1738.0
Peru,1989,Potato,87904,16.66,1738.0
Peru,1990,Potato,78805,16.84,1738.0
Peru,1991,Potato,79465,17.15,1738.0
Peru,1992,Potato,74276,17.96,1738.0
Peru,1993,Potato,83920,17.56,1738.0
Peru,1994,Potato,93738,17.31,1738.0
Peru,1995,Potato,97817,17.26,1738.0
Peru,1996,Potato,100629,16.45,1738.0
Peru,1997,Potato,96703,18.62,1738.0
Peru,1998,Potato,97887,18.13,1738.0
Peru,1999,Potato,112513,16.65,1738.0
Peru,2000,Potato,115040,17.02,1738.0
Peru,2001,Potato,114862,16.95,1738.0
Peru,2002,Potato,121751,17.44,1738.0
Peru,2004,Potato,121901,17.29,1738.0
Peru,2005,Potato,124584,17.02,1738.0
Peru,2006,Potato,124533,17.61,1738.0
Peru,2007,Potato,126342,16.68,1738.0
Peru,2008,Potato,129138,17.34,1738.0
Peru,2009,Potato,133353,17.4,1738.0
Peru,2010,Potato,131588,16.97,1738.0
Peru,2011,Potato,137379,17.03,1738.0
Peru,2012,Potato,143316,17.68,1738.0
Peru,2013,Potato,144125,17.0,1738.0
Philippines,1985,Potato,110844,26.95,2348.0
Philippines,1986,Potato,114715,26.79,2348.0
Philippines,1987,Potato,123677,27.39,2348.0
Philippines,1989,Potato,120927,26.73,2348.0
Philippines,1990,Potato,138217,26.85,2348.0
Philippines,1991,Potato,156469,26.69,2348.0
Philippines,1992,Potato,151196,26.72,2348.0
Philippines,1993,Potato,151334,26.87,2348.0
Philippines,1994,Potato,145792,26.89,2348.0
Philippines,1995,Potato,159027,26.8,2348.0
Philippines,1996,Potato,132232,26.95,2348.0
Philippines,1997,Potato,136675,26.99,2348.0
Philippines,1998,Potato,128340,27.8,2348.0
Philippines,1999,Potato,121297,27.07,2348.0
Philippines,2000,Potato,122823,27.02,2348.0
Philippines,2001,Potato,124044,27.17,2348.0
Philippines,2002,Potato,125867,27.1,2348.0
Philippines,2004,Potato,127536,27.09,2348.0
Philippines,2005,Potato,127633,27.12,2348.0
Philippines,2006,Potato,127451,27.23,2348.0
Philippines,2007,Potato,149259,27.21,2348.0
Philippines,2008,Potato,151753,26.94,2348.0
Philippines,2009,Potato,150758,26.92,2348.0
Philippines,2010,Potato,153366,27.49,2348.0
Philippines,2011,Potato,147563,26.82,2348.0
Philippines,2012,Potato,147690,27.34,2348.0
Philippines,2013,Potato,149204,27.87,2348.0
Poland,1985,Potato,174438,6.65,600.0
Poland,1986,Potato,194341,7.3,600.0
Poland,1987,Potato,187437,6.32,600.0
Poland,1989,Potato,185048,9.43,600.0
Poland,1990,Potato,197853,9.2,600.0
Poland,1991,Potato,167589,7.9,600.0
Poland,1992,Potato,133086,8.65,600.0
Poland,1993,Potato,206004,7.67,600.0
Poland,1994,Potato,135853,8.78,600.0
Poland,1995,Potato,163505,8.16,600.0
Poland,1996,Potato,202826,6.71,600.0
Poland,1997,Potato,159025,7.81,600.0
Poland,1998,Potato,200375,8.17,600.0
Poland,1999,Potato,157170,8.96,600.0
Poland,2000,Potato,193762,9.56,600.0
Poland,2001,Potato,162270,8.26,600.0
Poland,2002,Potato,193220,9.14,600.0
Poland,2004,Potato,196266,8.33,600.0
Poland,2005,Potato,176293,8.43,600.0
Poland,2006,Potato,150394,8.64,600.0
Poland,2007,Potato,207006,9.32,600.0
Poland,2008,Potato,190607,9.51,600.0
Poland,2009,Potato,191018,8.5,600.0
Poland,2010,Potato,210838,7.67,600.0
Poland,2011,Potato,230338,8.84,600.0
Poland,2012,Potato,243751,8.48,600.0
Poland,2013,Potato,210624,9.32,600.0
Portugal,1985,Potato,91944,15.98,854.0
Portugal,1986,Potato,128847,15.53,854.0
Portugal,1987,Potato,130946,16.46,854.0
Portugal,1989,Potato,112681,16.87,854.0
Portugal,1990,Potato,111599,16.55,854.0
Portugal,1991,Potato,126513,16.09,854.0
Portugal,1992,Potato,143260,15.95,854.0
Portugal,1993,Potato,139420,15.33,854.0
Portugal,1994,Potato,144950,16.12,854.0
Portugal,1995,Potato,148462,17.23,854.0
Portugal,1996,Potato,145807,16.12,854.0
Portugal,1997,Potato,123949,17.1,854.0
Portugal,1998,Potato,137551,16.4,854.0
Portugal,1999,Potato,156482,16.09,854.0
Portugal,2000,Potato,138196,16.23,854.0
Portugal,2001,Potato,149725,16.2,854.0
Portugal,2002,Potato,161642,16.19,854.0
Portugal,2004,Potato,169935,16.31,854.0
Portugal,2005,Potato,147282,16.43,854.0
Portugal,2006,Potato,161059,16.84,854.0
Portugal,2007,Potato,167685,16.11,854.0
Portugal,2008,Potato,157519,16.12,854.0
Portugal,2009,Potato,164431,16.84,854.0
Portugal,2010,Potato,150341,16.5,854.0
Portugal,2011,Potato,147088,16.91,854.0
Portugal,2012,Potato,177890,16.24,854.0
Portugal,2013,Potato,182243,16.77,854.0
Qatar,1985,Potato,96000,27.02,74.0
Qatar,1986,Potato,89091,27.27,74.0
Qatar,1987,Potato,100000,27.43,74.0
Qatar,1989,Maize,150000,26.81,74.0
Qatar,1990,Maize,135000,27.38,74.0
Qatar,1991,Maize,121818,26.77,74.0
Qatar,1992,Maize,124583,26.22,74.0
Qatar,1993,Maize,126667,27.1,74.0
Qatar,1994,Maize,124074,27.59,74.0
Qatar,1995,Maize,125806,27.16,74.0
Qatar,1996,Maize,125692,27.66,74.0
Qatar,1997,Maize,125694,27.23,74.0
Qatar,1998,Maize,124348,28.48,74.0
Qatar,1999,Maize,124639,28.62,74.0
Qatar,2000,Maize,125175,28.06,74.0
Qatar,2001,Maize,125299,28.36,74.0
Qatar,2002,Maize,124627,28.25,74.0
Qatar,2004,Maize,126304,28.2,74.0
Qatar,2005,Maize,124776,28.09,74.0
Qatar,2006,Maize,118571,28.12,74.0
Qatar,2007,Maize,181429,28.23,74.0
Qatar,2008,Maize,181429,27.92,74.0
Qatar,2009,Maize,192857,28.17,74.0
Qatar,2010,Maize,207556,28.93,74.0
Qatar,2011,Potato,180000,28.23,74.0
Qatar,2012,Maize,124894,28.54,74.0
Qatar,2013,Maize,124845,28.68,74.0
Romania,1985,Potato,206579,10.11,637.0
Romania,1986,Potato,157600,11.01,637.0
Romania,1987,Potato,130647,10.49,637.0
Romania,1989,Potato,125783,11.78,637.0
Romania,1990,Potato,109996,12.26,637.0
Romania,1991,Potato,79732,10.55,637.0
Romania,1992,Potato,118962,11.55,637.0
Romania,1993,Potato,148950,10.78,637.0
Romania,1994,Potato,118525,12.7,637.0
Romania,1995,Potato,123608,11.21,637.0
Romania,1996,Potato,139763,10.71,637.0
Romania,1997,Potato,126636,10.46,637.0
Romania,1998,Potato,128302,11.37,637.0
Romania,1999,Potato,144957,12.34,637.0
Romania,2000,Potato,123276,12.44,637.0
Romania,2001,Potato,144769,11.9,637.0
Romania,2002,Potato,144401,12.24,637.0
Romania,2004,Potato,166540,11.63,637.0
Romania,2005,Potato,131035,11.25,637.0
Romania,2006,Potato,141860,11.63,637.0
Romania,2007,Potato,136211,12.99,637.0
Romania,2008,Potato,140485,12.5,637.0
Romania,2009,Potato,153812,12.47,637.0
Romania,2010,Potato,132960,11.94,637.0
Romania,2011,Potato,164154,11.26,637.0
Romania,2012,Potato,107623,12.33,637.0
Romania,2013,Potato,158462,13.94,637.0
Rwanda,1985,Potato,71064,19.29,1212.0
Rwanda,1986,Potato,75774,19.46,1212.0
Rwanda,1987,Potato,70667,20.0,1212.0
Rwanda,1989,Potato,68171,19.01,1212.0
Rwanda,1990,Potato,67453,19.39,1212.0
Rwanda,1991,Potato,68462,19.22,1212.0
Rwanda,1992,Potato,66731,19.54,1212.0
Rwanda,1993,Potato,68053,19.53,1212.0
Rwanda,1994,Potato,67588,19.55,1212.0
Rwanda,1995,Potato,68850,19.81,1212.0
Rwanda,1996,Potato,55823,19.31,1212.0
Rwanda,1997,Potato,54673,19.78,1212.0
Rwanda,1998,Potato,64088,19.79,1212.0
Rwanda,1999,Potato,59083,19.35,1212.0
Rwanda,2000,Potato,87830,19.59,1212.0
Rwanda,2001,Potato,86222,19.5,1212.0
Rwanda,2002,Potato,83133,19.77,1212.0
Rwanda,2004,Potato,80407,19.93,1212.0
Rwanda,2005,Potato,96891,20.29,1212.0
Rwanda,2006,Potato,91740,20.02,1212.0
Rwanda,2007,Potato,77618,19.6,1212.0
Rwanda,2008,Potato,91329,19.56,1212.0
Rwanda,2009,Potato,102216,19.84,1212.0
Rwanda,2010,Potato,118679,20.12,1212.0
Rwanda,2011,Potato,128118,19.59,1212.0
Rwanda,2012,Potato,141869,19.79,1212.0
Rwanda,2013,Potato,136056,19.93,1212.0
Saudi Arabia,1985,Potato,201744,25.36,59.0
Saudi Arabia,1986,Potato,154846,25.64,59.0
Saudi Arabia,1987,Potato,194975,26.35,59.0
Saudi Arabia,1989,Potato,199957,25.47,59.0
Saudi Arabia,1990,Potato,198311,25.86,59.0
Saudi Arabia,1991,Potato,175355,25.94,59.0
Saudi Arabia,1992,Potato,160109,24.74,59.0
Saudi Arabia,1993,Potato,182880,25.9,59.0
Saudi Arabia,1994,Potato,189468,26.26,59.0
Saudi Arabia,1995,Potato,196769,26.33,59.0
Saudi Arabia,1996,Potato,196701,26.37,59.0
Saudi Arabia,1997,Potato,173596,25.88,59.0
Saudi Arabia,1998,Potato,180428,26.48,59.0
Saudi Arabia,1999,Potato,250876,26.75,59.0
Saudi Arabia,2000,Potato,262035,26.62,59.0
Saudi Arabia,2001,Potato,240917,26.6,59.0
Saudi Arabia,2002,Potato,228648,26.63,59.0
Saudi Arabia,2004,Potato,260589,26.53,59.0
Saudi Arabia,2005,Potato,243565,26.47,59.0
Saudi Arabia,2006,Potato,242031,26.42,59.0
Saudi Arabia,2007,Potato,235025,26.58,59.0
Saudi Arabia,2008,Potato,249332,26.64,59.0
Saudi Arabia,2009,Potato,251423,26.9,59.0
Saudi Arabia,2010,Potato,260575,27.3,59.0
Saudi Arabia,2011,Potato,248330,26.57,59.0
Saudi Arabia,2012,Potato,253233,27.02,59.0
Saudi Arabia,2013,Potato,256547,27.57,59.0
Senegal,1985,Potato,142857,24.63,686.0
Senegal,1986,Potato,142857,24.6,686.0
Senegal,1987,Potato,185714,25.66,686.0
Senegal,1989,Potato,185714,25.03,686.0
Senegal,1990,Potato,145518,25.13,686.0
Senegal,1991,Potato,168760,25.0,686.0
Senegal,1992,Potato,165247,25.09,686.0
Senegal,1993,Potato,159492,24.99,686.0
Senegal,1994,Potato,154545,24.94,686.0
Senegal,1995,Potato,213833,25.33,686.0
Senegal,1996,Potato,200000,25.49,686.0
Senegal,1997,Potato,187500,25.87,686.0
Senegal,1998,Potato,162731,26.03,686.0
Senegal,1999,Potato,157460,24.93,686.0
Senegal,2000,Potato,111628,25.26,686.0
Senegal,2001,Potato,157460,25.79,686.0
Senegal,2002,Potato,258305,25.4,686.0
Senegal,2004,Potato,149835,25.38,686.0
Senegal,2005,Potato,136536,25.78,686.0
Senegal,2006,Potato,200382,25.32,686.0
Senegal,2007,Potato,200000,25.34,686.0
Senegal,2008,Potato,113000,25.5,686.0
Senegal,2009,Potato,200000,25.01,686.0
Senegal,2010,Potato,200000,26.1,686.0
Senegal,2011,Potato,215517,25.41,686.0
Senegal,2012,Potato,267857,25.47,686.0
Senegal,2013,Potato,225885,24.7,686.0
Serbia,2006,Potato,110181,10.66,686.0
Serbia,2007,Potato,91336,11.8,686.0
Serbia,2008,Potato,103921,11.85,686.0
Serbia,2009,Potato,114915,11.53,686.0
Serbia,2010,Potato,115730,11.07,686.0
Serbia,2011,Potato,113747,10.91,686.0
Serbia,2012,Potato,111073,11.55,686.0
Serbia,2013,Potato,151129,12.84,686.0
Sierra Leone,1985,Sorghum,11111,26.82,2526.0
Sierra Leone,1986,Sorghum,11111,26.68,2526.0
Sierra Leone,1987,Sorghum,10611,27.35,2526.0
Sierra Leone,1989,Maize,11400,26.9,2526.0
