Username,gender,Retweet Count,Follower Count,max_jaccard_score
laramatthew,unknown,48,3982,0.0952
svaldez,unknown,8,1757,0.1
klinedawn,unknown,62,4788,0.0833
carlaaguilar,unknown,44,2494,0.1333
alex80,unknown,60,7495,0.1111
wrightstephanie,unknown,33,1861,0.0833
yesenia84,unknown,62,4027,0.0833
ryan90,unknown,60,3967,0.0741
campbelltheodore,unknown,88,3236,0.1538
rosetara,unknown,37,3468,0.0769
fordtyler,unknown,69,9189,0.1176
dylan61,unknown,26,4915,0.0769
sara19,unknown,73,1379,0.1667
paul53,unknown,90,1368,0.1429
barrettdanny,unknown,34,4818,0.0909
hallkayla,unknown,94,6752,0.125
russellamy,unknown,22,9046,0.0952
kbaker,unknown,61,5504,0.1429
bakerdouglas,unknown,11,6090,0.0714
andrew94,unknown,8,4236,0.1
gibsonjulia,unknown,84,7017,0.1053
dana40,unknown,98,3325,0.1333
ngalloway,unknown,16,7110,0.1
deborah26,unknown,51,6791,0.0833
catherine87,unknown,60,6979,0.1053
waltondavid,unknown,56,744,0.1111
lisa85,unknown,84,2346,0.1111
amandajackson,unknown,32,6035,0.1111
baileyryan,unknown,100,5387,0.1
kelly55,unknown,37,3881,0.0909
stephanie09,unknown,90,6895,0.1818
thomas34,unknown,68,7945,0.1
paul98,unknown,86,3848,0.1
peckshannon,unknown,58,3102,0.1053
pmcdonald,unknown,3,2745,0.1
dannytaylor,unknown,25,4308,0.1818
connie68,unknown,44,2522,0.0833
wrichard,unknown,79,3772,0.1333
garykey,unknown,62,6737,0.125
reynoldsjenny,unknown,82,9359,0.125
robertsonkimberly,unknown,61,6938,0.1429
oscarwade,unknown,58,3107,0.125
andreasantiago,unknown,72,7252,0.125
sheila19,unknown,44,651,0.125
brianmiller,unknown,87,5291,0.1667
jon33,unknown,76,9372,0.0909
wortiz,unknown,45,8220,0.0909
wellselizabeth,unknown,72,606,0.1111
allison01,unknown,97,8272,0.1333
reedalicia,unknown,49,2678,0.1111
stevenporter,unknown,55,5850,0.1053
tranallen,unknown,71,5367,0.1
boydmelissa,unknown,72,3725,0.1667
jessica97,unknown,61,7688,0.1053
steven29,unknown,78,1917,0.1176
donaldstewart,unknown,89,2276,0.1111
thomasmichelle,unknown,61,3489,0.125
james41,unknown,88,742,0.1176
emilyrobertson,unknown,19,1798,0.0833
ashley18,unknown,92,1160,0.0909
holly65,unknown,27,990,0.0952
danielle35,unknown,23,1401,0.0909
desiree00,unknown,20,6199,0.125
bridgetsantiago,unknown,100,9155,0.125
seanmann,unknown,60,5034,0.1111
ibarraapril,unknown,19,3923,0.125
stephenburns,unknown,77,2558,0.0882
sean31,unknown,36,1803,0.0909
danablackwell,unknown,59,7169,0.1
marilyn12,unknown,85,4927,0.125
gilbertstephen,unknown,38,684,0.0909
carmenwong,unknown,56,7964,0.1111
jenkinsbryan,unknown,78,6824,0.0952
chase76,unknown,23,9105,0.0909
andrewrobinson,unknown,21,987,0.1111
sean49,unknown,43,644,0.1538
joseph36,unknown,78,1393,0.1053
sharon09,unknown,90,408,0.1333
meadowssusan,unknown,33,6039,0.1429
antonioleonard,unknown,20,8908,0.125
sabrinarussell,unknown,38,9262,0.1176
lawsonrobert,unknown,40,8022,0.087
armstrongmary,unknown,96,3873,0.0909
courtney36,unknown,84,8988,0.087
mcmillancatherine,unknown,2,6313,0.087
zbarker,unknown,68,8189,0.1
judy49,unknown,45,9388,0.0833
jasmine48,unknown,68,1346,0.1111
matthewturner,unknown,70,627,0.0833
vickiesmith,unknown,63,7744,0.1538
ibarrachristopher,unknown,27,171,0.0833
susanperkins,unknown,9,1511,0.0833
arthur79,unknown,31,1269,0.125
tranjack,unknown,17,337,0.1
teresa48,unknown,28,2696,0.087
amanda22,unknown,92,6404,0.1
juliebailey,unknown,69,2262,0.125
melissaclark,unknown,31,4335,0.0833
ryan08,unknown,21,558,0.08
gouldpatrick,unknown,36,4842,0.125
floressamantha,unknown,55,663,0.0909
ekim,unknown,20,4467,0.1
pbranch,unknown,5,8029,0.1
brownjessica,unknown,62,8194,0.1111
xscott,unknown,16,4647,0.1111
luiscarr,unknown,94,480,0.0769
vbolton,unknown,68,1702,0.1
matthewobrien,unknown,77,3411,0.1429
armstronganita,unknown,30,6470,0.1
bstafford,unknown,83,9656,0.1111
ryanharrison,unknown,83,746,0.0909
lhoffman,unknown,89,4850,0.0833
marcusvargas,unknown,20,5080,0.08
chelseachandler,unknown,57,7668,0.125
ksantana,unknown,73,2018,0.0833
gregory59,unknown,67,1631,0.1111
scott62,unknown,26,259,0.1176
aaronacevedo,unknown,69,690,0.1111
collinsdana,unknown,49,2957,0.087
rferguson,unknown,16,4722,0.0769
brandytate,unknown,78,6576,0.0909
walshryan,unknown,65,3001,0.0952
torresrachel,unknown,36,5194,0.1765
johngibson,unknown,50,31,0.08
walshtristan,unknown,53,9652,0.1111
nicolasrosales,unknown,27,1430,0.0741
murrayshirley,unknown,32,7660,0.1176
annajones,unknown,48,5794,0.087
matthewconley,unknown,84,4531,0.0833
taylor20,unknown,23,2009,0.1111
pamela43,unknown,22,5164,0.1
kristinaalvarado,unknown,24,2749,0.1111
daniel44,unknown,16,9455,0.1053
paulapena,unknown,59,1999,0.125
djackson,unknown,88,3762,0.1
fsmall,unknown,50,1022,0.1538
ginamills,unknown,52,8238,0.1364
scottdanny,unknown,55,1469,0.1034
davidkelley,unknown,45,354,0.125
fowlerkimberly,unknown,47,310,0.1
michaeledwards,unknown,22,6388,0.1538
friedmandavid,unknown,77,765,0.0741
fspencer,unknown,96,4153,0.1
hsweeney,unknown,4,5044,0.125
elizabeth43,unknown,3,2033,0.1667
sarahallen,unknown,40,4209,0.069
katie83,unknown,99,4373,0.1875
john71,unknown,91,5466,0.125
rhonda69,unknown,45,5549,0.1
sabrina72,unknown,98,8753,0.1176
hodgesrebecca,unknown,82,7475,0.2
gking,unknown,34,716,0.1
kristopherlopez,unknown,44,2474,0.0909
chloe95,unknown,14,8271,0.0833
conleyjames,unknown,56,1790,0.1
ncole,unknown,70,2578,0.0769
owensmichelle,unknown,71,5316,0.0769
cookantonio,unknown,57,8529,0.1
hoodanthony,unknown,16,642,0.1111
ernest20,unknown,91,4454,0.125
barbara68,unknown,84,8710,0.0833
soliver,unknown,14,103,0.1333
eking,unknown,70,5691,0.1176
stephanieconner,unknown,20,6810,0.0952
qharrison,unknown,99,4241,0.1429
ericruiz,unknown,32,6955,0.1333
greggshaffer,unknown,15,767,0.0769
vaughnholly,unknown,96,228,0.125
bbentley,unknown,1,4664,0.1667
moondaniel,unknown,13,6469,0.1176
mclaughlinvirginia,unknown,79,3069,0.0769
ymaxwell,unknown,86,426,0.1
lisalara,unknown,36,1011,0.0909
steven85,unknown,37,4188,0.0909
donnavillegas,unknown,88,1338,0.087
ashleypowers,unknown,47,6282,0.0588
jenkinsjeffrey,unknown,17,2987,0.0714
hudsonkimberly,unknown,61,1378,0.1
jessicameza,unknown,62,9357,0.1111
kathryn46,unknown,3,2090,0.1
youngjohnny,unknown,17,5620,0.1
kennedyphillip,unknown,92,2677,0.0714
brian09,unknown,46,4182,0.1111
allenbooth,unknown,67,350,0.1176
alexandra28,unknown,94,7208,0.1111
acampos,unknown,1,4904,0.1333
andrea90,unknown,77,9670,0.0833
annalewis,unknown,63,5917,0.0741
baileyamber,unknown,11,7618,0.0769
james43,unknown,44,134,0.0909
kevinreid,unknown,89,2359,0.1429
lisakelly,unknown,8,8737,0.1
zachary04,unknown,41,3207,0.1053
kingnicholas,unknown,55,7034,0.1538
ysanchez,unknown,48,920,0.0833
blackwellheather,unknown,36,4404,0.0714
douglas81,unknown,7,1676,0.0909
michaelgrant,unknown,30,194,0.0769
beckcolleen,unknown,62,3721,0.0909
ofuentes,unknown,87,1569,0.1176
dorothy76,unknown,60,7100,0.0769
vpayne,unknown,85,948,0.1111
wilsonderek,unknown,30,1136,0.1111
jennifer92,unknown,2,6361,0.0909
thenderson,unknown,88,9726,0.1176
robert27,unknown,6,4913,0.1
edward11,unknown,63,3354,0.0741
jennifer86,unknown,16,4852,0.1333
marvintodd,unknown,93,662,0.1053
bmalone,unknown,55,7051,0.1111
adamnavarro,unknown,27,7443,0.1053
vincent29,unknown,14,1110,0.0909
petersdenise,unknown,40,649,0.0952
wernerelizabeth,unknown,93,1136,0.1176
martinsheila,unknown,91,9123,0.08
annrojas,unknown,76,4094,0.1429
reedalexa,unknown,82,6216,0.1111
courtney41,unknown,97,1900,0.1
palmerwilliam,unknown,80,6623,0.0909
elizabeth25,unknown,87,9941,0.1429
fharris,unknown,10,6955,0.1429
loririce,unknown,71,3374,0.087
brandi37,unknown,42,3375,0.0769
marcussmith,unknown,37,3842,0.1053
phillipsryan,unknown,71,5819,0.1176
richard20,unknown,40,742,0.087
ryanmoore,unknown,39,4594,0.0952
james78,unknown,35,8761,0.125
wandaramirez,unknown,2,2841,0.1053
littletamara,unknown,12,2008,0.1111
johnstokes,unknown,19,736,0.1
jacksonsally,unknown,97,6772,0.1
reneelopez,unknown,29,9442,0.1053
qewing,unknown,13,3648,0.1429
winterssara,unknown,28,9295,0.0909
amandaespinoza,unknown,56,83,0.0833
gregorynorris,unknown,23,2498,0.0833
samuelbarnes,unknown,10,1458,0.0714
mccoylisa,unknown,46,3961,0.0909
bpreston,unknown,80,7713,0.1
smithharry,unknown,12,1887,0.0909
coxmarcus,unknown,61,3161,0.1053
jason35,unknown,89,125,0.1333
elizabethdixon,unknown,0,5845,0.12
stewartanne,unknown,85,8732,0.0833
noah49,unknown,77,2152,0.0667
michelemarshall,unknown,40,7498,0.1304
ortizeileen,unknown,0,5756,0.0833
mitchellgabriel,unknown,15,5710,0.1053
beth25,unknown,53,3263,0.0769
lopezgloria,unknown,68,3239,0.087
maria01,unknown,68,157,0.1111
perezann,unknown,43,9838,0.1
westjeffery,unknown,60,4510,0.1538
kevinwilson,unknown,52,1957,0.1429
ortegajessica,unknown,26,5829,0.1
davisjesse,unknown,68,4197,0.0833
crystalhall,unknown,39,701,0.1111
bweeks,unknown,51,6751,0.0952
nburnett,unknown,58,8539,0.1111
dylanmcgee,unknown,79,954,0.0833
martinkelly,unknown,98,7783,0.0909
erinhobbs,unknown,49,6151,0.1
austin08,unknown,16,415,0.1429
danielle78,unknown,10,2617,0.1111
smithdestiny,unknown,4,7432,0.1053
amandagutierrez,unknown,12,7003,0.0952
xdixon,unknown,27,898,0.0909
nathanielturner,unknown,80,2511,0.0909
jordanjeffery,unknown,42,227,0.1111
crystalfoster,unknown,58,6560,0.0741
ortizxavier,unknown,68,4644,0.0769
jneal,unknown,92,3650,0.0909
ruizderrick,unknown,75,7309,0.125
nicole77,unknown,74,3918,0.0769
nicolevillanueva,unknown,11,9999,0.1176
stephaniebenson,unknown,34,5668,0.0909
amy79,unknown,72,1369,0.1053
colonbryan,unknown,52,9641,0.1333
gonzalezshelley,unknown,0,7590,0.1429
jramirez,unknown,66,9320,0.1
velasquezamy,unknown,98,2132,0.0769
alecgreen,unknown,38,432,0.1333
adrian41,unknown,72,6783,0.1111
darlene20,unknown,54,2418,0.1
danielle53,unknown,76,2822,0.1333
benjamin09,unknown,74,1559,0.1333
burnskyle,unknown,26,7867,0.1333
jimmyellis,unknown,87,3986,0.0909
leonardmullins,unknown,34,8197,0.125
williammccullough,unknown,24,6250,0.1
adam64,unknown,20,6432,0.125
bryantzachary,unknown,7,3828,0.1667
denniscampbell,unknown,85,7589,0.125
ahunter,unknown,36,1223,0.0714
nwalsh,unknown,96,2565,0.0625
william89,unknown,51,9506,0.1176
zachary38,unknown,51,8068,0.15
gina44,unknown,19,9161,0.0833
cheryltanner,unknown,18,6765,0.0952
kevin58,unknown,65,8348,0.1333
hpatterson,unknown,20,5315,0.1333
nicholssteven,unknown,43,1520,0.125
maynardwayne,unknown,59,9050,0.0909
angelawang,unknown,89,6487,0.1111
jasonlee,unknown,48,5660,0.1333
cynthiakennedy,unknown,1,4586,0.1
dhuber,unknown,81,6657,0.0909
johnnysmith,unknown,1,7618,0.087
rthompson,unknown,15,2865,0.1333
craigbrooke,unknown,54,3587,0.0833
bcarter,unknown,37,8756,0.1111
egregory,unknown,17,3432,0.1765
fpalmer,unknown,45,2664,0.1
garzarebecca,unknown,13,1628,0.1
hallthomas,unknown,42,6285,0.1053
shannon06,unknown,4,6601,0.1111
fosterheidi,unknown,76,731,0.087
larry66,unknown,11,3570,0.1
douglas65,unknown,87,6832,0.125
jane99,unknown,52,246,0.0952
sally52,unknown,78,532,0.1
shamilton,unknown,69,1704,0.1176
victor97,unknown,71,917,0.1111
lawrencejason,unknown,2,155,0.0909
robert47,unknown,41,9641,0.2222
linda56,unknown,13,9336,0.1333
cthompson,unknown,33,4099,0.1333
williamcox,unknown,51,2805,0.125
npena,unknown,53,7458,0.125
martinezkimberly,unknown,69,6522,0.1176
paynejason,unknown,15,8762,0.1429
lynchsamuel,unknown,98,4221,0.0714
hernandezmax,unknown,19,4338,0.1
amanda98,unknown,96,7678,0.1
heathdavid,unknown,96,5062,0.1176
fdyer,unknown,53,1774,0.0833
andrew42,unknown,40,7466,0.087
rochavictor,unknown,91,3085,0.1111
lindseywilson,unknown,10,2815,0.1429
rburgess,unknown,28,6044,0.1
courtneymaddox,unknown,47,1389,0.1
jamespollard,unknown,52,6793,0.0909
jessicamccall,unknown,50,3874,0.1111
pray,unknown,54,8060,0.125
ramirezbethany,unknown,5,9210,0.1538
victoria58,unknown,11,244,0.1176
juankemp,unknown,16,2348,0.1333
gary59,unknown,21,9860,0.1
aperry,unknown,12,6367,0.1579
ariana10,unknown,50,5950,0.1111
pamela93,unknown,81,343,0.1429
sotorobert,unknown,15,3743,0.1111
christinedavis,unknown,33,1737,0.1053
ryan60,unknown,53,2863,0.1176
cynthiavega,unknown,72,1185,0.1111
gary31,unknown,87,8153,0.1111
michellecarlson,unknown,89,14,0.1111
wmurphy,unknown,6,7463,0.0909
jrodgers,unknown,90,4669,0.1176
beckerholly,unknown,27,5864,0.0833
pamela27,unknown,66,9691,0.0909
harmoneduardo,unknown,98,8188,0.0909
brodriguez,unknown,18,4214,0.0952
mross,unknown,39,7843,0.1481
lindsaydoyle,unknown,58,8184,0.0909
brooke30,unknown,18,8428,0.1176
daniel72,unknown,2,616,0.2
atkinsonrachel,unknown,93,1679,0.1111
christinechan,unknown,94,2890,0.1333
logankatie,unknown,41,6302,0.1818
debralynch,unknown,29,3540,0.1
ian24,unknown,90,685,0.1
robinsonmelissa,unknown,91,807,0.1
samanthaaguilar,unknown,90,253,0.0833
barnesryan,unknown,64,5479,0.0909
johnsonsean,unknown,18,7198,0.125
idominguez,unknown,93,3598,0.0769
williamspaige,unknown,58,3743,0.0741
ericagolden,unknown,42,855,0.1053
jim37,unknown,31,4504,0.1818
jonesallison,unknown,8,1544,0.0714
michele35,unknown,12,3293,0.0833
claudia00,unknown,55,9542,0.1429
blackneil,unknown,82,6876,0.1154
friedmanandrea,unknown,22,1983,0.087
chelseastephens,unknown,16,4564,0.1
samantha35,unknown,8,937,0.1
sheenacampbell,unknown,20,2987,0.1
richard81,unknown,10,6871,0.125
michael07,unknown,4,1958,0.08
angela24,unknown,38,987,0.0909
terri80,unknown,52,225,0.1429
zowens,unknown,56,6131,0.1111
reevesmichelle,unknown,16,7520,0.1111
melissawells,unknown,38,2119,0.08
madelineboyd,unknown,68,6206,0.087
hcruz,unknown,69,5994,0.1053
olivia55,unknown,14,1993,0.0952
chambersamanda,unknown,41,1519,0.1
bmoore,unknown,71,6751,0.15
kennethwhite,unknown,98,6235,0.1053
mcooke,unknown,86,3333,0.1111
taylorroberts,unknown,71,1966,0.1053
cindy36,unknown,39,2174,0.0741
shepherdrobert,unknown,45,9244,0.1
amanda51,unknown,82,6830,0.1176
williamsmelissa,unknown,9,9491,0.1818
sarah96,unknown,84,5584,0.1333
moraleswilliam,unknown,95,4893,0.125
joneskimberly,unknown,55,9676,0.125
eric41,unknown,8,5701,0.0833
scott16,unknown,2,5772,0.1
julie60,unknown,65,2588,0.0833
watsoncourtney,unknown,80,243,0.1
ithompson,unknown,89,8019,0.0833
fporter,unknown,50,9184,0.0833
lee50,unknown,42,7406,0.0769
karen62,unknown,52,5822,0.1053
baileyvalerie,unknown,92,1883,0.1111
allison00,unknown,87,5214,0.125
ariana23,unknown,89,2277,0.1
jenniferhall,unknown,44,6881,0.0588
xlewis,unknown,81,8280,0.1333
cooperjulie,unknown,39,6903,0.1333
alyssa20,unknown,45,6016,0.1429
jonessuzanne,unknown,70,6906,0.1053
robertsmelissa,unknown,72,1095,0.1053
garzamarc,unknown,90,4699,0.0909
rodriguezashley,unknown,80,269,0.125
simpsonbryan,unknown,20,2769,0.1538
gonzalezjacqueline,unknown,64,4694,0.1053
kurt82,unknown,39,6836,0.15
kim15,unknown,82,8213,0.1
randymay,unknown,44,890,0.0833
jcarpenter,unknown,35,7658,0.1111
jhorn,unknown,74,3612,0.0714
pjackson,unknown,78,1517,0.0952
gordonjason,unknown,12,2215,0.1429
wangtonya,unknown,72,350,0.0952
emmabarnes,unknown,38,1880,0.1
yreed,unknown,25,6900,0.08
mariaedwards,unknown,66,7811,0.125
ihampton,unknown,36,2083,0.1
freygavin,unknown,21,7548,0.0833
pinedapatrick,unknown,57,564,0.125
zpalmer,unknown,45,6736,0.125
ecoleman,unknown,72,2093,0.1
tquinn,unknown,26,7822,0.1111
cturner,unknown,94,870,0.0606
thomastracy,unknown,94,3663,0.125
greenshannon,unknown,96,2064,0.0833
allen85,unknown,27,6848,0.1
cabreraregina,unknown,27,8790,0.08
ymitchell,unknown,62,5899,0.0714
blackwelljulie,unknown,17,9372,0.1111
beth04,unknown,59,3004,0.15
jennifer34,unknown,9,2891,0.1111
cynthia06,unknown,79,6138,0.15
patelmatthew,unknown,64,1379,0.08
deborahmartin,unknown,96,6901,0.15
alexiswilson,unknown,19,7053,0.1538
melvin90,unknown,38,7114,0.087
gonzalezkristin,unknown,79,2008,0.1176
qterry,unknown,23,8588,0.1538
smorris,unknown,28,8215,0.1429
estanton,unknown,13,5249,0.1111
jeffrey15,unknown,60,274,0.0909
sstanton,unknown,0,443,0.0833
brittany99,unknown,77,6378,0.1053
stephanieortiz,unknown,77,8422,0.0833
sean73,unknown,29,5128,0.1
barellano,unknown,19,1152,0.1429
belldaniel,unknown,15,3057,0.1429
latoya88,unknown,78,2860,0.0833
meganwalker,unknown,60,5964,0.1053
timothysingh,unknown,9,9556,0.125
richardanderson,unknown,58,6504,0.125
comptonlaura,unknown,48,7855,0.1333
rcarroll,unknown,48,5677,0.125
crobbins,unknown,47,3131,0.0833
matthew56,unknown,3,730,0.1
evansbrian,unknown,7,1903,0.1176
basscarlos,unknown,32,4336,0.125
wgalloway,unknown,39,2067,0.08
morrissarah,unknown,57,9062,0.1111
sherrywilson,unknown,77,3415,0.1176
montgomerymark,unknown,45,9777,0.1538
whiterenee,unknown,69,4783,0.1667
pcox,unknown,13,3789,0.0909
mccoyjimmy,unknown,23,8573,0.1
juanrodriguez,unknown,86,7258,0.0833
williamsdavid,unknown,72,1351,0.1111
christopherpatterson,unknown,82,29,0.1111
markellis,unknown,92,4304,0.125
harveymichele,unknown,92,7890,0.1
thomasdoyle,unknown,23,2428,0.0833
angela80,unknown,59,3380,0.0833
coffeyerin,unknown,23,6402,0.1154
figueroastephen,unknown,51,9947,0.1
gordonramirez,unknown,35,906,0.0909
christopherjordan,unknown,19,9033,0.1176
jamescarlson,unknown,15,9188,0.1111
stewartarthur,unknown,21,5450,0.0909
kaylee36,unknown,65,7201,0.125
dkaiser,unknown,35,2163,0.1333
jessica33,unknown,24,1224,0.1
mkramer,unknown,42,7017,0.1429
vboyd,unknown,38,6946,0.1
juan38,unknown,30,9719,0.1053
vanessa66,unknown,59,6956,0.0769
nhoward,unknown,83,8851,0.1176
donna03,unknown,33,947,0.1111
madisonrobinson,unknown,99,2821,0.1176
brittanydixon,unknown,14,957,0.0909
hallashley,unknown,30,2008,0.1
conniedavis,unknown,64,8766,0.1429
jared50,unknown,11,7002,0.1667
warrenanthony,unknown,100,5089,0.1176
katherinehendrix,unknown,90,1214,0.1429
lee30,unknown,86,1181,0.1
lacey87,unknown,7,710,0.0833
jeffrey52,unknown,7,8515,0.0833
rbrooks,unknown,65,5199,0.08
bradley57,unknown,49,3615,0.0909
wstokes,unknown,1,2313,0.0909
reiddevin,unknown,100,4197,0.1111
charlestyler,unknown,0,2051,0.125
ronnieglenn,unknown,57,7162,0.0769
lozanoemma,unknown,50,659,0.125
griffinchristine,unknown,3,1965,0.1
tiffanyjohnson,unknown,62,2288,0.1111
roger85,unknown,67,4598,0.0667
edgar14,unknown,18,3833,0.0952
stephensrachael,unknown,73,4635,0.1111
traviscollins,unknown,39,6950,0.125
anthonyli,unknown,65,7930,0.0833
whiteashley,unknown,70,160,0.1
martineric,unknown,1,5656,0.125
jessicaking,unknown,20,7606,0.1818
robertwallace,unknown,67,3490,0.1111
wallacelarry,unknown,78,3527,0.0952
sara34,unknown,29,3531,0.0909
danielmathews,unknown,17,6403,0.1818
hallkenneth,unknown,19,7292,0.1667
rachelhill,unknown,95,9369,0.1053
hamiltonveronica,unknown,50,4271,0.1429
pittsdanielle,unknown,30,5798,0.1053
christianfrazier,unknown,97,1304,0.0909
michaeljulie,unknown,85,1581,0.1176
vangstephanie,unknown,54,9885,0.1667
tinacole,unknown,98,810,0.1
porterryan,unknown,83,2437,0.0769
saralambert,unknown,59,9952,0.1053
hayleygreene,unknown,38,7425,0.12
heatherhall,unknown,4,4700,0.0952
kimberlythomas,unknown,97,6206,0.1
amanda94,unknown,28,5048,0.1
ingrambrianna,unknown,64,3465,0.1053
nancyjones,unknown,8,5848,0.0833
briggssteven,unknown,69,5186,0.0909
gonzalezstephanie,unknown,80,7763,0.1176
matthew80,unknown,34,4263,0.1053
taylorford,unknown,82,2845,0.1429
sandovallori,unknown,10,1454,0.1111
stevensjeffery,unknown,53,8885,0.0833
brownsarah,unknown,80,1573,0.0909
frankmindy,unknown,66,627,0.125
josephjimenez,unknown,93,7135,0.1111
melanie32,unknown,79,1533,0.1071
mooneythomas,unknown,52,3224,0.0833
troymcdonald,unknown,68,6061,0.1
susanbutler,unknown,51,66,0.1053
robertalvarado,unknown,67,3,0.1111
xdiaz,unknown,83,4275,0.0909
ortegakimberly,unknown,61,4312,0.0909
jessicakelly,unknown,74,9039,0.0909
rita60,unknown,99,6906,0.0667
angelaboyer,unknown,67,1503,0.125
jasonjohnson,unknown,34,3968,0.1429
gregorylopez,unknown,27,7127,0.087
curtis48,unknown,99,1379,0.1
fordrobert,unknown,56,5472,0.1176
allenwayne,unknown,36,6518,0.1176
qthomas,unknown,11,6261,0.0667
beckerchelsea,unknown,83,4188,0.0833
racheljohnson,unknown,36,1591,0.1333
steeleronald,unknown,28,769,0.1429
shelbyclark,unknown,16,3054,0.125
larry34,unknown,73,8269,0.125
torreserin,unknown,22,5688,0.0769
dianaherring,unknown,88,5796,0.0667
alyssaellis,unknown,61,5508,0.0769
patricia18,unknown,34,4628,0.0833
brianmonroe,unknown,77,8148,0.0625
jamesdavis,unknown,62,7334,0.1176
travis41,unknown,48,7632,0.1176
jocelyngonzalez,unknown,16,5906,0.1429
archerryan,unknown,99,7107,0.1333
joshua41,unknown,31,9725,0.1333
jonesnathan,unknown,45,4104,0.125
riversbenjamin,unknown,81,5928,0.1071
brian89,unknown,27,6836,0.0833
cochranmarcus,unknown,18,5804,0.0769
perkinselizabeth,unknown,90,8726,0.0952
lancechung,unknown,95,8881,0.1053
michaelprice,unknown,74,5224,0.1111
brich,unknown,51,3189,0.1
colemansierra,unknown,77,7731,0.1053
lance95,unknown,43,2839,0.0833
parkerhaley,unknown,66,3561,0.1053
sharonfrench,unknown,73,6412,0.125
gbauer,unknown,72,7194,0.1818
laurenphillips,unknown,47,5970,0.0714
steelejose,unknown,60,721,0.0714
danielmorrison,unknown,32,8866,0.1176
llopez,unknown,17,1655,0.1176
morenosteven,unknown,14,3349,0.125
barrerahannah,unknown,91,8629,0.0909
joshuafrancis,unknown,76,4289,0.1053
tylercrane,unknown,97,5809,0.0833
millerstacie,unknown,81,2239,0.1053
ryan80,unknown,64,6892,0.1111
uhaney,unknown,37,6504,0.087
jeffrey48,unknown,27,4806,0.1667
wagnershane,unknown,57,2938,0.0769
amandapatterson,unknown,76,2457,0.1
yschultz,unknown,22,7401,0.1333
robert26,unknown,40,7332,0.1111
garymullen,unknown,14,8173,0.0833
ginamartin,unknown,82,4730,0.0769
jamesthomas,unknown,3,3878,0.125
jamesriddle,unknown,93,7986,0.08
rachel69,unknown,91,1537,0.0833
sandrahernandez,unknown,49,4969,0.1176
dawnking,unknown,60,734,0.1111
wongnicholas,unknown,45,7413,0.125
ellismichael,unknown,4,5346,0.1364
nguyenrichard,unknown,52,2652,0.125
joedavis,unknown,77,4863,0.125
marquezalexander,unknown,58,1108,0.1429
bryan95,unknown,67,9203,0.0909
angela34,unknown,41,7045,0.1538
lowewalter,unknown,64,9107,0.1176
wardmichael,unknown,18,9855,0.125
brianna17,unknown,35,5641,0.1111
vharris,unknown,43,8085,0.125
ecox,unknown,22,3182,0.1111
annwheeler,unknown,6,1617,0.0952
carrillonoah,unknown,81,8352,0.125
rperry,unknown,96,7978,0.125
savagebrittany,unknown,21,824,0.0667
grahamchristina,unknown,26,3527,0.1
ronald20,unknown,6,5035,0.0833
georgewelch,unknown,2,5143,0.0769
hughesadrian,unknown,77,7891,0.1176
rogersgeorge,unknown,2,7988,0.1333
harrisdenise,unknown,66,744,0.0769
mark13,unknown,85,4756,0.125
patrick29,unknown,13,2387,0.125
gateskelly,unknown,55,5541,0.08
michellerhodes,unknown,16,5467,0.125
smithpeter,unknown,18,5345,0.125
boydfrances,unknown,54,4670,0.0952
longheather,unknown,54,7373,0.125
sgross,unknown,42,9608,0.1
gonzalezeileen,unknown,57,372,0.125
ochoajonathan,unknown,90,391,0.1176
christopher23,unknown,0,8961,0.0769
marquezzachary,unknown,56,5797,0.1
wrightbrittany,unknown,15,7124,0.1111
jeremypeters,unknown,57,474,0.1176
smithsamantha,unknown,77,4720,0.1176
andrea63,unknown,0,2589,0.1667
nguyensarah,unknown,41,3977,0.1333
randalllawrence,unknown,82,8111,0.1176
lopezmelissa,unknown,59,3828,0.087
davidsonsherry,unknown,43,5728,0.1053
alfredoliver,unknown,29,7567,0.15
tblackburn,unknown,12,7286,0.0833
xwalsh,unknown,50,8166,0.1
harveyjulie,unknown,75,8729,0.1111
ncortez,unknown,26,9495,0.1111
baxterjordan,unknown,45,9230,0.1
armstrongallison,unknown,8,7930,0.1
michaelhill,unknown,82,2304,0.1579
fuentesmelissa,unknown,33,2507,0.0667
tgill,unknown,66,9776,0.0909
krystalstrickland,unknown,98,8883,0.0769
hfoster,unknown,97,9479,0.0769
jillmartinez,unknown,49,3473,0.1429
marco74,unknown,97,3578,0.1111
isaacphillips,unknown,83,4970,0.0833
spadilla,unknown,88,2359,0.1053
jacob20,unknown,34,9533,0.0833
tracyhardy,unknown,6,7500,0.1429
hendrixbenjamin,unknown,96,2742,0.15
christopherwood,unknown,49,4066,0.1154
qlee,unknown,7,9438,0.0769
alexa42,unknown,67,4068,0.1333
lucasisabella,unknown,16,5692,0.0909
brandon02,unknown,42,6467,0.0769
florescynthia,unknown,21,5947,0.1364
xfreeman,unknown,26,6004,0.0714
browntina,unknown,69,8729,0.0769
flowersnicholas,unknown,54,2673,0.0714
jeremy24,unknown,50,4318,0.125
victorianorman,unknown,39,2372,0.1429
sharon50,unknown,23,750,0.087
stacey35,unknown,21,2442,0.1538
rosecatherine,unknown,67,7048,0.1429
ucordova,unknown,32,2355,0.0556
kmayer,unknown,27,3220,0.1
todd66,unknown,78,221,0.0769
johncalderon,unknown,53,6094,0.1
