data_type,feature,bins,sample_size,good,bad,bin_bad_rate,total_bad_rate,woe,bin_iv,bin_ks,iv,ksmax,lift,cum_lift
oot,aft_v5_f26,"(0.157, 0.179]",15347,12221,3126,20.369%,21.994%,-0.0974,0.002,0.1107499183,0.0686,0.1107,0.9261169054,0.815652168
oot,aft_v5_f26,"(0.179, 0.197]",13679,10517,3162,23.116%,21.994%,0.0642,0.0008,0.0980829334,0.0686,0.1107,1.051012418,0.8844829898
oot,aft_v5_f26,"(0.197, 0.218]",12455,9302,3153,25.315%,21.994%,0.1842,0.0063,0.0639397772,0.0686,0.1107,1.151013905,0.9405305771
oot,aft_v5_f26,"(0.218, 0.672]",11391,8111,3280,28.795%,21.994%,0.3607,0.0231,0,0.0686,0.1107,1.309219072,1
oot,aft_v5_f27,"(0.0319, 0.155]",15618,12981,2637,16.884%,21.994%,-0.3278,0.0216,0.0658669118,0.0449,0.0866,0.7676885137,0.7676885137
oot,aft_v5_f27,"(0.155, 0.176]",14142,11283,2859,20.216%,21.994%,-0.1068,0.0022,0.0866167819,0.0449,0.0866,0.919186535,0.8396806177
oot,aft_v5_f27,"(0.176, 0.193]",14201,11041,3160,22.252%,21.994%,0.015,0,0.0835942552,0.0449,0.0866,1.011738989,0.8952617221
oot,aft_v5_f27,"(0.193, 0.212]",13633,10356,3277,24.037%,21.994%,0.1154,0.0027,0.0606040172,0.0449,0.0866,1.092912361,0.942047345
oot,aft_v5_f27,"(0.212, 0.545]",13025,9426,3599,27.631%,21.994%,0.3032,0.0184,0,0.0449,0.0866,1.25633207,1.00001416
oot,aft_v5_f28,"(0.0734, 0.176]",24228,20137,4091,16.885%,21.994%,-0.3278,0.0335,0.1021573332,0.072,0.1151,0.7677366014,0.7677366014
oot,aft_v5_f28,"(0.176, 0.191]",13537,10716,2821,20.839%,21.994%,-0.0686,0.0009,0.1150609556,0.072,0.1151,0.9475038615,0.832174822
oot,aft_v5_f28,"(0.191, 0.202]",10996,8456,2540,23.099%,21.994%,0.0633,0.0006,0.1050302464,0.072,0.1151,1.050266025,0.8813561528
oot,aft_v5_f28,"(0.202, 0.215]",10507,7828,2679,25.497%,21.994%,0.1937,0.0059,0.0746501223,0.072,0.1151,1.159295934,0.9306291716
oot,aft_v5_f28,"(0.215, 0.471]",11351,7950,3401,29.962%,21.994%,0.4169,0.0311,0,0.072,0.1151,1.36230026,1.00001416
oot,aft_v5_f29,"(0.022, 0.168]",17122,13962,3160,18.456%,21.994%,-0.2197,0.011,0.049998087,0.0217,0.0629,0.8391370974,0.8391370974
oot,aft_v5_f29,"(0.168, 0.186]",14996,11854,3142,20.952%,21.994%,-0.0618,0.0008,0.0628890247,0.0217,0.0629,0.9526449735,0.8921342987
oot,aft_v5_f29,"(0.186, 0.202]",13841,10656,3185,23.011%,21.994%,0.0584,0.0007,0.0512644615,0.0217,0.0629,1.04626645,0.9385526957
oot,aft_v5_f29,"(0.202, 0.221]",12563,9652,2911,23.171%,21.994%,0.0674,0.0008,0.0390555127,0.0217,0.0629,1.053535507,0.9632362174
oot,aft_v5_f29,"(0.221, 0.745]",12098,8964,3134,25.905%,21.994%,0.2151,0.0084,0,0.0217,0.0629,1.177838493,1
oot,aft_v5_f30,"(0.0103, 0.165]",14321,11934,2387,16.668%,21.994%,-0.3433,0.0216,0.0629524823,0.0311,0.0693,0.7578432829,0.7578432829
oot,aft_v5_f30,"(0.165, 0.187]",13945,10955,2990,21.441%,21.994%,-0.0325,0.0002,0.0693103242,0.0311,0.0693,0.974884131,0.8649201465
oot,aft_v5_f30,"(0.187, 0.206]",13884,10723,3161,22.767%,21.994%,0.0445,0.0004,0.0604471938,0.0311,0.0693,1.035166532,0.9209984576
oot,aft_v5_f30,"(0.206, 0.222]",20645,15525,5120,24.800%,21.994%,0.1567,0.0075,0.0126269769,0.0311,0.0693,1.127600877,0.9889227661
oot,aft_v5_f30,"(0.222, 0.65]",7825,5951,1874,23.949%,21.994%,0.1105,0.0014,0,0.0311,0.0693,1.088893917,1
oot,aft_v5_f31,"(0.0325, 0.15]",16847,14170,2677,15.890%,21.994%,-0.4004,0.034,0.0848709538,0.0666,0.1089,0.7224804948,0.7224804948
oot,aft_v5_f31,"(0.15, 0.171]",14861,11884,2977,20.032%,21.994%,-0.1182,0.0028,0.1089297042,0.0666,0.1089,0.9108170081,0.8107506135
oot,aft_v5_f31,"(0.171, 0.19]",13840,10718,3122,22.558%,21.994%,0.0326,0.0002,0.1024867552,0.0666,0.1089,1.025645172,0.8760474583
oot,aft_v5_f31,"(0.19, 0.213]",12799,9530,3269,25.541%,21.994%,0.1961,0.0073,0.0650139792,0.0666,0.1089,1.16128606,0.9386174082
oot,aft_v5_f31,"(0.213, 0.694]",12273,8786,3487,28.412%,21.994%,0.3419,0.0222,0,0.0666,0.1089,1.291818633,1
oot,aft_v5_f32,"(0.0233, 0.123]",17365,14585,2780,16.009%,21.994%,-0.3915,0.0336,0.0857728844,0.0675,0.1074,0.7278976875,0.7278976875
oot,aft_v5_f32,"(0.123, 0.154]",15086,12030,3056,20.257%,21.994%,-0.1043,0.0023,0.1073956663,0.0675,0.1074,0.9210423036,0.8176878227
oot,aft_v5_f32,"(0.154, 0.182]",14075,10899,3176,22.565%,21.994%,0.033,0.0002,0.100761676,0.0675,0.1074,1.025964707,0.8806955421
oot,aft_v5_f32,"(0.182, 0.217]",12785,9565,3220,25.186%,21.994%,0.1773,0.006,0.0670790243,0.0675,0.1074,1.145131788,0.9376970664
oot,aft_v5_f32,"(0.217, 0.743]",11309,8009,3300,29.180%,21.994%,0.3794,0.0254,0,0.0675,0.1074,1.326752966,1
oot,aft_v5_f33,"(0.0326, 0.153]",16924,14220,2704,15.977%,21.994%,-0.3939,0.0331,0.0840402459,0.0616,0.1076,0.7264471127,0.7264471127
oot,aft_v5_f33,"(0.153, 0.174]",15075,12045,3030,20.100%,21.994%,-0.1141,0.0027,0.1076092828,0.0616,0.1076,0.9138725635,0.8147448305
oot,aft_v5_f33,"(0.174, 0.193]",13930,10676,3254,23.360%,21.994%,0.0779,0.0012,0.0919053336,0.0616,0.1076,1.062103313,0.8897672272
oot,aft_v5_f33,"(0.193, 0.216]",12827,9603,3224,25.134%,21.994%,0.1746,0.0058,0.0586549545,0.0616,0.1076,1.1428001,0.9450067374
oot,aft_v5_f33,"(0.216, 0.682]",11864,8544,3320,27.984%,21.994%,0.3208,0.0188,0,0.0616,0.1076,1.272352001,1
oot,aft_v5_f34,"(0.0356, 0.16]",17064,14264,2800,16.409%,21.994%,-0.3621,0.0285,0.0786581799,0.05,0.0945,0.7460664667,0.7460664667
oot,aft_v5_f34,"(0.16, 0.184]",15519,12298,3221,20.755%,21.994%,-0.0737,0.0012,0.0945226756,0.05,0.0945,0.9436855891,0.8401907389
oot,aft_v5_f34,"(0.184, 0.207]",14271,11006,3265,22.879%,21.994%,0.0508,0.0005,0.0841009265,0.05,0.0945,1.040229368,0.9011193955
oot,aft_v5_f34,"(0.207, 0.236]",12783,9464,3319,25.964%,21.994%,0.2182,0.0091,0.0422109071,0.05,0.0945,1.18052393,0.9610088628
oot,aft_v5_f34,"(0.236, 0.689]",10983,8056,2927,26.650%,21.994%,0.2536,0.0107,0,0.05,0.0945,1.211719425,1
oot,aft_v5_f35,"(0.0323, 0.165]",16627,14019,2608,15.685%,21.994%,-0.4158,0.036,0.0865723264,0.0629,0.1073,0.7131715693,0.7131715693
oot,aft_v5_f35,"(0.165, 0.186]",14846,11832,3014,20.302%,21.994%,-0.1015,0.0021,0.1073049538,0.0629,0.1073,0.9230689088,0.8121813841
oot,aft_v5_f35,"(0.186, 0.204]",13784,10611,3173,23.019%,21.994%,0.0588,0.0007,0.0956361143,0.0629,0.1073,1.046634724,0.8835892289
oot,aft_v5_f35,"(0.204, 0.225]",13033,9644,3389,26.003%,21.994%,0.2202,0.0095,0.0525067695,0.0629,0.1073,1.182299497,0.9503775447
oot,aft_v5_f35,"(0.225, 0.671]",12330,8982,3348,27.153%,21.994%,0.2792,0.0147,0,0.0629,0.1073,1.234589855,1
oot,aft_v5_f36,"(0.0359, 0.155]",17055,14288,2767,16.224%,21.994%,-0.3756,0.0305,0.0812184923,0.0569,0.0998,0.737662603,0.737662603
oot,aft_v5_f36,"(0.155, 0.18]",15426,12258,3168,20.537%,21.994%,-0.087,0.0016,0.0997691872,0.0569,0.0998,0.9337533593,0.8307907704
oot,aft_v5_f36,"(0.18, 0.201]",14098,10850,3248,23.039%,21.994%,0.0599,0.0007,0.08761012,0.0569,0.0998,1.047511611,0.8963853606
oot,aft_v5_f36,"(0.201, 0.228]",13001,9776,3225,24.806%,21.994%,0.157,0.0047,0.0574357875,0.0569,0.0998,1.127855059,0.9468945508
oot,aft_v5_f36,"(0.228, 0.709]",11040,7916,3124,28.297%,21.994%,0.3363,0.0193,0,0.0569,0.0998,1.286596256,1
oot,aft_v5_f37,"(0.0393, 0.158]",17770,14828,2942,16.556%,21.994%,-0.3514,0.028,0.0797539286,0.0526,0.0965,0.7527583332,0.7527583332
oot,aft_v5_f37,"(0.158, 0.184]",15688,12440,3248,20.704%,21.994%,-0.0768,0.0013,0.0964577716,0.0526,0.0965,0.941344894,0.8411840002
oot,aft_v5_f37,"(0.184, 0.208]",14248,10851,3397,23.842%,21.994%,0.1047,0.0023,0.074723759,0.0526,0.0965,1.084031674,0.9137135279
oot,aft_v5_f37,"(0.208, 0.241]",12674,9644,3030,23.907%,21.994%,0.1083,0.0022,0.0547079861,0.0526,0.0965,1.086999282,0.9500868907
oot,aft_v5_f37,"(0.241, 0.674]",10240,7325,2915,28.467%,21.994%,0.3446,0.0189,0,0.0526,0.0965,1.294311869,1
oot,aft_v5_f38,"(0.041, 0.15]",16544,13691,2853,17.245%,21.994%,-0.3023,0.0196,0.0648443305,0.0387,0.0763,0.7840821763,0.7840821763
oot,aft_v5_f38,"(0.15, 0.174]",15474,12210,3264,21.093%,21.994%,-0.0533,0.0006,0.0763429042,0.0387,0.0763,0.9590646615,0.8686495751
oot,aft_v5_f38,"(0.174, 0.196]",14293,11148,3145,22.004%,21.994%,0.0006,0,0.076224834,0.0387,0.0763,1.000455065,0.9093288062
oot,aft_v5_f38,"(0.196, 0.224]",13148,9948,3200,24.338%,21.994%,0.1318,0.0034,0.0507823588,0.0387,0.0763,1.106599868,0.9529507966
oot,aft_v5_f38,"(0.224, 0.854]",11161,8091,3070,27.506%,21.994%,0.297,0.0151,0,0.0387,0.0763,1.250649456,1
oot,aft_v5_f39,"(0.026, 0.168]",17498,14444,3054,17.453%,21.994%,-0.2878,0.0189,0.0655723441,0.0429,0.0853,0.7935621619,0.7935621619
oot,aft_v5_f39,"(0.168, 0.193]",15304,12177,3127,20.433%,21.994%,-0.0934,0.0018,0.0852923759,0.0429,0.0853,0.9290161324,0.8567591488
oot,aft_v5_f39,"(0.193, 0.213]",14143,10959,3184,22.513%,21.994%,0.03,0.0002,0.0792324863,0.0429,0.0853,1.023603705,0.9070239811
oot,aft_v5_f39,"(0.213, 0.236]",12901,9792,3109,24.099%,21.994%,0.1188,0.0027,0.0568170505,0.0429,0.0853,1.095715179,0.9477001357
oot,aft_v5_f39,"(0.236, 0.556]",10774,7716,3058,28.383%,21.994%,0.3405,0.0193,0,0.0429,0.0853,1.290508416,1
oot,aft_v5_f40,"(0.0586, 0.352]",17706,14637,3069,17.333%,21.994%,-0.2962,0.0202,0.0681149046,0.0473,0.0888,0.7880917114,0.7880917114
oot,aft_v5_f40,"(0.352, 0.389]",15303,12167,3136,20.493%,21.994%,-0.0898,0.0017,0.0870779692,0.0473,0.0888,0.9317508704,0.8546922176
oot,aft_v5_f40,"(0.389, 0.418]",14212,11107,3105,21.848%,21.994%,-0.0086,0,0.0887946237,0.0473,0.0888,0.9933601577,0.896426801
oot,aft_v5_f40,"(0.418, 0.453]",12748,9573,3175,24.906%,21.994%,0.1624,0.005,0.0581575932,0.0473,0.0888,1.132405594,0.9465903465
oot,aft_v5_f40,"(0.453, 0.779]",10650,7603,3047,28.610%,21.994%,0.3516,0.0204,0,0.0473,0.0888,1.300837889,1.00001416
oot,aft_v5_f41,"(0.0521, 0.179]",17390,14386,3004,17.274%,21.994%,-0.3003,0.0203,0.0677386437,0.0484,0.0867,0.7854176882,0.7854176882
oot,aft_v5_f41,"(0.179, 0.198]",15237,12116,3121,20.483%,21.994%,-0.0903,0.0017,0.0867376555,0.0484,0.0867,0.9313107853,0.8535506186
oot,aft_v5_f41,"(0.198, 0.213]",14030,10927,3103,22.117%,21.994%,0.0072,0,0.0853119171,0.0484,0.0867,1.005598081,0.899272073
oot,aft_v5_f41,"(0.213, 0.231]",13204,10034,3170,24.008%,21.994%,0.1138,0.0025,0.0633620768,0.0484,0.0867,1.09157625,0.9416900806
oot,aft_v5_f41,"(0.231, 0.438]",10759,7625,3134,29.129%,21.994%,0.3769,0.0239,0,0.0484,0.0867,1.32442514,1
oot,aft_v5_f42,"(0.00326, 0.341]",16618,13372,3246,19.533%,21.994%,-0.1497,0.0051,0.0337509946,0.0141,0.0471,0.8881168138,0.8881168138
oot,aft_v5_f42,"(0.341, 0.373]",14963,11834,3129,20.912%,21.994%,-0.0642,0.0009,0.0471158585,0.0141,0.0471,0.950795721,0.9178139257
oot,aft_v5_f42,"(0.373, 0.398]",14415,11234,3181,22.067%,21.994%,0.0043,0,0.0462411314,0.0141,0.0471,1.003342835,0.9446184137
oot,aft_v5_f42,"(0.398, 0.427]",13498,10401,3097,22.944%,21.994%,0.0546,0.0006,0.0356533332,0.0141,0.0471,1.043210892,0.9669870773
oot,aft_v5_f42,"(0.427, 0.865]",11126,8247,2879,25.876%,21.994%,0.2136,0.0076,0,0.0141,0.0471,1.176529824,1
oot,aft_v5_f43,"(0.0272, 0.309]",16933,14040,2893,17.085%,21.994%,-0.3135,0.0215,0.0685923273,0.0509,0.0946,0.7768100875,0.7768601043
oot,aft_v5_f43,"(0.309, 0.35]",14901,11939,2962,19.878%,21.994%,-0.1279,0.0033,0.0946029495,0.0509,0.0946,0.9037950758,0.8363036283
oot,aft_v5_f43,"(0.35, 0.381]",14083,10903,3180,22.580%,21.994%,0.0339,0.0002,0.0877708549,0.0509,0.0946,1.02667331,0.8947113462
oot,aft_v5_f43,"(0.381, 0.419]",13282,10070,3212,24.183%,21.994%,0.1234,0.003,0.0637571044,0.0509,0.0946,1.099543441,0.9406837478
oot,aft_v5_f43,"(0.419, 0.891]",11420,8136,3284,28.757%,21.994%,0.3589,0.0229,0,0.0509,0.0946,1.307486989,1.00001416
oot,aft_v5_f44,"(0.0996, 0.433]",16133,13206,2927,18.143%,21.994%,-0.2407,0.0123,0.0512802295,0.0364,0.0798,0.8249125673,0.8249125673
oot,aft_v5_f44,"(0.433, 0.465]",14055,11235,2820,20.064%,21.994%,-0.1163,0.0026,0.0736696958,0.0364,0.0798,0.9122599097,0.8655799483
oot,aft_v5_f44,"(0.465, 0.49]",14163,11122,3041,21.471%,21.994%,-0.0307,0.0002,0.0797791722,0.0364,0.0798,0.9762510103,0.9009215246
oot,aft_v5_f44,"(0.49, 0.52]",14050,10727,3323,23.651%,21.994%,0.0941,0.0018,0.060562108,0.0364,0.0798,1.075361165,0.9428878769
oot,aft_v5_f44,"(0.52, 0.932]",12218,8797,3421,28.000%,21.994%,0.3215,0.0195,0,0.0364,0.0798,1.273072933,1.00001416
oot,aft_v5_f45,"(0.0589, 0.166]",16654,13523,3131,18.800%,21.994%,-0.197,0.0086,0.0438961324,0.0217,0.0571,0.85480064,0.85480064
oot,aft_v5_f45,"(0.166, 0.188]",14709,11575,3134,21.307%,21.994%,-0.0405,0.0003,0.0522375119,0.0217,0.0571,0.9687599487,0.9082466583
oot,aft_v5_f45,"(0.188, 0.206]",14170,11113,3057,21.574%,21.994%,-0.0247,0.0001,0.0571498171,0.0217,0.0571,0.9809026771,0.9308574194
oot,aft_v5_f45,"(0.206, 0.228]",13485,10381,3104,23.018%,21.994%,0.0587,0.0007,0.045748281,0.0217,0.0571,1.046576776,0.9572980904
oot,aft_v5_f45,"(0.228, 0.497]",11602,8496,3106,26.771%,21.994%,0.2598,0.0119,0,0.0217,0.0571,1.217219557,1
oot,aft_v5_f46,"(0.000914, 0.0408]",15780,12979,2801,17.750%,21.994%,-0.2673,0.0148,0.0552717594,0.021,0.0553,0.8070611489,0.8070611489
oot,aft_v5_f46,"(0.0408, 0.0641]",13942,10854,3088,22.149%,21.994%,0.009,0,0.0534901933,0.021,0.0553,1.007053503,0.900873591
oot,aft_v5_f46,"(0.0641, 0.0923]",13470,10438,3032,22.509%,21.994%,0.0298,0.0002,0.047762396,0.021,0.0553,1.023438929,0.9390972229
oot,aft_v5_f46,"(0.0923, 0.133]",13896,10620,3276,23.575%,21.994%,0.0899,0.0016,0.0296289606,0.021,0.0553,1.071900365,0.9714233242
oot,aft_v5_f46,"(0.133, 0.478]",13531,10196,3335,24.647%,21.994%,0.1485,0.0044,0,0.021,0.0553,1.120640401,1.00001416
oot,aft_v5_f47,"(0.0445, 0.184]",17710,14694,3016,17.030%,21.994%,-0.3175,0.023,0.0725619416,0.0399,0.0738,0.7743068608,0.7743068608
oot,aft_v5_f47,"(0.184, 0.202]",15720,12277,3443,21.902%,21.994%,-0.0054,0,0.0737562024,0.0399,0.0738,0.9958290985,0.8784746614
oot,aft_v5_f47,"(0.202, 0.22]",14110,10918,3192,22.622%,21.994%,0.0362,0.0003,0.0664405812,0.0399,0.0738,1.028575559,0.9230250119
oot,aft_v5_f47,"(0.22, 0.248]",12684,9679,3005,23.691%,21.994%,0.0963,0.0017,0.0486729252,0.0399,0.0738,1.077180727,0.9554923188
oot,aft_v5_f47,"(0.248, 0.583]",10395,7519,2876,27.667%,21.994%,0.305,0.0148,0,0.0399,0.0738,1.257953881,1.00001416
oot,aft_v5_f48,"(0.03, 0.167]",18204,15069,3135,17.221%,21.994%,-0.3039,0.0218,0.0716897917,0.0484,0.0936,0.7830167451,0.7830671614
oot,aft_v5_f48,"(0.167, 0.198]",16230,12926,3304,20.357%,21.994%,-0.098,0.0021,0.0935967265,0.0484,0.0936,0.9255968121,0.8502746739
oot,aft_v5_f48,"(0.198, 0.226]",14599,11331,3268,22.385%,21.994%,0.0227,0.0001,0.0888679318,0.0484,0.0936,1.017792557,0.9001706683
oot,aft_v5_f48,"(0.226, 0.259]",11952,8796,3156,26.406%,21.994%,0.2411,0.0105,0.0453332394,0.0484,0.0936,1.200595583,0.95906388
oot,aft_v5_f48,"(0.259, 0.678]",9634,6966,2668,27.694%,21.994%,0.3064,0.0139,0,0.0484,0.0936,1.259155929,1.00001416
oot,aft_v5_f49,"(0.0275, 0.203]",18120,15057,3063,16.904%,21.994%,-0.3264,0.0248,0.0761205455,0.042,0.0761,0.7685800987,0.7685800987
oot,aft_v5_f49,"(0.203, 0.245]",16712,13010,3702,22.152%,21.994%,0.0092,0,0.0739414927,0.042,0.0761,1.007182842,0.8830589989
oot,aft_v5_f49,"(0.245, 0.285]",13930,10756,3174,22.785%,21.994%,0.0456,0.0004,0.0648404222,0.042,0.0761,1.035991369,0.9267476892
oot,aft_v5_f49,"(0.285, 0.348]",12023,9171,2852,23.721%,21.994%,0.098,0.0017,0.0476985985,0.042,0.0761,1.07854186,0.9567718944
oot,aft_v5_f49,"(0.348, 0.799]",9835,7094,2741,27.870%,21.994%,0.3151,0.015,0,0.042,0.0761,1.26717035,1
oot,aft_v5_f50,"(0.047, 0.177]",17964,14838,3126,17.401%,21.994%,-0.2914,0.0198,0.0680938355,0.0486,0.0907,0.7911999637,0.7911999637
oot,aft_v5_f50,"(0.177, 0.198]",15357,12253,3104,20.212%,21.994%,-0.1071,0.0024,0.0906783296,0.0486,0.0907,0.9190003138,0.8501006562
oot,aft_v5_f50,"(0.198, 0.214]",14060,10876,3184,22.646%,21.994%,0.0376,0.0003,0.0831153438,0.0486,0.0907,1.029646315,0.9033796493
oot,aft_v5_f50,"(0.214, 0.235]",12931,9829,3102,23.989%,21.994%,0.1127,0.0024,0.061825482,0.0486,0.0907,1.090711804,0.9435439961
oot,aft_v5_f50,"(0.235, 0.459]",10307,7291,3016,29.262%,21.994%,0.3833,0.0237,0,0.0486,0.0907,1.330452557,1.00001416
oot,aft_v5_f51,"(0.0378, 0.151]",18042,14945,3097,17.166%,21.994%,-0.3079,0.0221,0.0718984058,0.0512,0.0922,0.7804711575,0.7804711575
oot,aft_v5_f51,"(0.151, 0.18]",15112,12006,3106,20.553%,21.994%,-0.086,0.0015,0.0898663606,0.0512,0.0922,0.934501145,0.8506799157
oot,aft_v5_f51,"(0.18, 0.206]",14087,11017,3070,21.793%,21.994%,-0.0117,0,0.0921990178,0.0512,0.0922,0.990878014,0.8924861986
oot,aft_v5_f51,"(0.206, 0.237]",12575,9437,3138,24.954%,21.994%,0.165,0.0051,0.0614722342,0.0512,0.0922,1.134606525,0.9433866785
oot,aft_v5_f51,"(0.237, 0.544]",10804,7683,3121,28.887%,21.994%,0.3652,0.0224,0,0.0512,0.0922,1.313437841,1
oot,aft_v5_f52,"(0.0498, 0.217]",18998,15741,3257,17.144%,21.994%,-0.3094,0.0235,0.0760467003,0.0421,0.0884,0.7794893871,0.7794893871
oot,aft_v5_f52,"(0.217, 0.253]",16833,13281,3552,21.101%,21.994%,-0.0528,0.0007,0.0884445305,0.0421,0.0884,0.959426622,0.8640218723
oot,aft_v5_f52,"(0.253, 0.288]",13495,10222,3273,24.253%,21.994%,0.1272,0.0032,0.0632759411,0.0421,0.0884,1.102740812,0.9293325013
oot,aft_v5_f52,"(0.288, 0.344]",11463,8694,2769,24.156%,21.994%,0.1219,0.0025,0.0428190507,0.0421,0.0884,1.098310144,0.9611966661
oot,aft_v5_f52,"(0.344, 0.813]",9831,7150,2681,27.271%,21.994%,0.2851,0.0122,0,0.0421,0.0884,1.239936513,1
oot,aft_v5_f53,"(0.00155, 0.146]",15030,12539,2491,16.574%,21.994%,-0.3501,0.0235,0.0672390567,0.0388,0.0849,0.7535552125,0.7535552125
oot,aft_v5_f53,"(0.146, 0.179]",14335,11396,2939,20.502%,21.994%,-0.0892,0.0016,0.0848858154,0.0388,0.0849,0.9321852357,0.8407563493
oot,aft_v5_f53,"(0.179, 0.205]",14299,10958,3341,23.365%,21.994%,0.0782,0.0013,0.0686996093,0.0388,0.0849,1.062358607,0.9133262166
oot,aft_v5_f53,"(0.205, 0.225]",13682,10350,3332,24.353%,21.994%,0.1326,0.0035,0.0420559657,0.0388,0.0849,1.107275621,0.9595999889
oot,aft_v5_f53,"(0.225, 0.921]",13274,9845,3429,25.832%,21.994%,0.2113,0.0089,0,0.0388,0.0849,1.174535109,1
oot,aft_v5_f54,"(0.0232, 0.384]",15156,12676,2480,16.363%,21.994%,-0.3654,0.0257,0.070434202,0.042,0.0885,0.7439905437,0.7439905437
oot,aft_v5_f54,"(0.384, 0.421]",14433,11477,2956,20.481%,21.994%,-0.0905,0.0016,0.0884568209,0.042,0.0885,0.9312111115,0.8353134831
oot,aft_v5_f54,"(0.421, 0.449]",14235,10900,3335,23.428%,21.994%,0.0817,0.0014,0.0716040531,0.042,0.0885,1.065218494,0.9099916922
oot,aft_v5_f54,"(0.449, 0.473]",13623,10265,3358,24.649%,21.994%,0.1486,0.0044,0.0417434603,0.042,0.0885,1.120748759,0.9599706906
oot,aft_v5_f54,"(0.473, 0.749]",13173,9770,3403,25.833%,21.994%,0.2114,0.0088,0,0.042,0.0885,1.174566442,1
oot,aft_v5_f55,"(0.00298, 0.153]",15120,12594,2526,16.706%,21.994%,-0.3406,0.0225,0.0659840469,0.037,0.0819,0.7595946311,0.7595946311
oot,aft_v5_f55,"(0.153, 0.183]",14319,11362,2957,20.651%,21.994%,-0.0801,0.0013,0.0818547136,0.037,0.0819,0.9389424341,0.8468286129
oot,aft_v5_f55,"(0.183, 0.204]",14253,10922,3331,23.371%,21.994%,0.0785,0.0013,0.0656588398,0.037,0.0819,1.062597229,0.9172156421
oot,aft_v5_f55,"(0.204, 0.223]",13664,10390,3274,23.961%,21.994%,0.1112,0.0025,0.0434755332,0.037,0.0819,1.089434572,0.9582435984
oot,aft_v5_f55,"(0.223, 0.733]",13264,9820,3444,25.965%,21.994%,0.2182,0.0095,0,0.037,0.0819,1.180562437,1
oot,aft_v5_f56,"(0.000487, 0.161]",14659,11824,2835,19.340%,21.994%,-0.1621,0.0052,0.0321119996,0.0139,0.0517,0.8793242489,0.8793242489
oot,aft_v5_f56,"(0.161, 0.187]",14509,11555,2954,20.360%,21.994%,-0.0979,0.0019,0.0516793013,0.0139,0.0517,0.9257065606,0.9023961414
oot,aft_v5_f56,"(0.187, 0.204]",14295,11115,3180,22.246%,21.994%,0.0146,0,0.0487087773,0.0139,0.0517,1.011447375,0.9382631406
oot,aft_v5_f56,"(0.204, 0.223]",13779,10556,3223,23.391%,21.994%,0.0796,0.0013,0.0328223748,0.0139,0.0517,1.063513328,0.9684127218
oot,aft_v5_f56,"(0.223, 0.727]",13378,10038,3340,24.966%,21.994%,0.1656,0.0054,0,0.0139,0.0517,1.13515615,1
oot,aft_v5_f57,"(0.00626, 0.167]",15150,12683,2467,16.284%,21.994%,-0.3712,0.0265,0.0713982531,0.0379,0.0778,0.7403836984,0.7403836984
oot,aft_v5_f57,"(0.167, 0.192]",14176,11136,3040,21.445%,21.994%,-0.0323,0.0002,0.0778225866,0.0379,0.0778,0.9750350111,0.8538126355
oot,aft_v5_f57,"(0.192, 0.214]",14047,10783,3264,23.236%,21.994%,0.071,0.001,0.0634171522,0.0379,0.0778,1.056493669,0.9194539442
oot,aft_v5_f57,"(0.214, 0.226]",21517,16215,5302,24.641%,21.994%,0.1482,0.007,0.0164046051,0.0379,0.0778,1.120361909,0.9860734029
oot,aft_v5_f57,"(0.226, 0.925]",5730,4271,1459,25.462%,21.994%,0.1919,0.0031,0,0.0379,0.0778,1.157713243,1
oot,aft_v5_f58,"(0.0267, 0.181]",14826,12486,2340,15.783%,21.994%,-0.4084,0.031,0.0759988242,0.0475,0.0916,0.7176161318,0.7176161318
oot,aft_v5_f58,"(0.181, 0.2]",14362,11392,2970,20.680%,21.994%,-0.0783,0.0012,0.0915770924,0.0475,0.0916,0.9402467875,0.8271618862
oot,aft_v5_f58,"(0.2, 0.211]",13926,10615,3311,23.776%,21.994%,0.101,0.0021,0.0710959812,0.0475,0.0916,1.081018487,0.9091586164
oot,aft_v5_f58,"(0.211, 0.226]",14007,10601,3406,24.316%,21.994%,0.1306,0.0035,0.0442443263,0.0475,0.0916,1.105604624,0.9573303786
oot,aft_v5_f58,"(0.226, 0.501]",13499,9994,3505,25.965%,21.994%,0.2182,0.0097,0,0.0475,0.0916,1.180556445,1
oot,aft_v5_f59,"(0.0133, 0.168]",14749,12244,2505,16.984%,21.994%,-0.3207,0.0196,0.0609826235,0.0305,0.0741,0.7722278958,0.7722278958
oot,aft_v5_f59,"(0.168, 0.192]",14258,11281,2977,20.880%,21.994%,-0.0662,0.0009,0.0740952514,0.0305,0.0741,0.9493373235,0.8592836485
oot,aft_v5_f59,"(0.192, 0.207]",13997,10739,3258,23.276%,21.994%,0.0733,0.0011,0.0592773941,0.0305,0.0741,1.058318648,0.924065829
oot,aft_v5_f59,"(0.207, 0.217]",13749,10291,3458,25.151%,21.994%,0.1755,0.0063,0.0234504525,0.0305,0.0741,1.143547499,0.9772375288
oot,aft_v5_f59,"(0.217, 0.7]",13867,10533,3334,24.043%,21.994%,0.1157,0.0027,0,0.0305,0.0741,1.093159193,1
oot,aft_v5_f60,"(0.0511, 0.171]",15007,12584,2423,16.146%,21.994%,-0.3814,0.0276,0.0724339897,0.0439,0.0873,0.7341078413,0.7341078413
